"Name","id","Source","Phone","Website/Social Media","Category","Latitude","Longitude","Address","Status","Pickup Offered","Delivery Offered","Notes","Hours","MWBE","Black Owned Business","Instagram","Sub-Category","Outdoor Dining","Indoor Dining","Last Updated","Created time","Delivery Apps","Order Website","Delivery/Pickup Notes","Owners","Email","Special Accommodation Hours"
"Yatenga French Bistro & Bar",3856,"Instagram","(212) 690-0699","http://www.yatengabistro.com/","Restaurants/Bars",40.814214,-73.944082,"2269 Adam Clayton Powell Boulevard, New York, NY 10030","Open","Yes","Yes",,"Wednesday - Sunday 12 p.m. - 8 p.m.	
",true,true,"https://www.instagram.com/yatengaharlem/",,"yes","yes","2020-10-22","2020-07-28T02:37:00.000Z",,,"Seamless
",,,
"Red Rooster",3857,"CK","(212) 792-9001","https://www.redroosterharlem.com/menu/","Restaurants/Bars",40.808097,-73.944761,"310 Malcolm X Boulevard, New York, NY 10027","Open","Yes","Yes",,"**Monday-Wednesday **4-10 p.m., Thursday 1-10 p.m., Friday Noon-10 p.m., Saturday-Sunday 11 a.m.-10 p.m.
",true,true,"https://www.instagram.com/roosterharlem/",,"yes","yes","2020-10-28","2020-07-28T02:38:11.000Z",,,,,,
"Agaveria la Diagonal",3858,"UGC Website","(212) 418-1220","https://ladiagonalnyc.com/","Restaurants/Bars",40.806149,-73.953172,"185 St. Nicholas Avenue, New York, NY 10026","Open","Yes","Yes","Heated Outdoor
","Monday-Friday 3 p.m.-Midnight, Saturday-Sunday 11 a.m.-11 p.m.	
",,true,"https://www.instagram.com/ladiagonalnyc/",,"yes","yes","2020-10-29","2020-07-28T02:39:18.000Z","### [UBEREATS](https://www.ubereats.com/new-york/food-delivery/agaveria-la-diagonal/XJvRh25kT3GNm_0d9xPUrw/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [SEAMLES](https://www.seamless.com/menu/la-diagonal-185-saint-nicholas-ave-new-york/701152?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)S, [GRUBHUB](https://www.grubhub.com/restaurant/la-diagonal-185-saint-nicholas-ave-new-york/701152?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)

","### [UBEREATS](https://www.ubereats.com/new-york/food-delivery/agaveria-la-diagonal/XJvRh25kT3GNm_0d9xPUrw/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [SEAMLES](https://www.seamless.com/menu/la-diagonal-185-saint-nicholas-ave-new-york/701152?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)S, [GRUBHUB](https://www.grubhub.com/restaurant/la-diagonal-185-saint-nicholas-ave-new-york/701152?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)

",,,,
"Silvana",3859,"AH","(646) 692-4935",,"Restaurants/Bars",40.804386,-73.95581,"300 West 116th Street, New York, NY 10026","Open","Yes","Yes",,"### Monday-Friday 9 a.m.-Midnight, Saturday-Sunday Noon-Midnight
",,,"https://www.instagram.com/silvanaharlem/",,"yes","yes","2020-10-28","2020-07-28T02:44:35.000Z",,,,,,
"Baylander Steel Beach",3860,"UGC website",,"https://www.baylander.nyc/","Restaurants/Bars",40.819082,-73.962251,"Hudson River Greenway, New York, NY 10027","Open","Yes","No","Closing November 1st

","Tuesday - Friday 3 p.m. -10 p.m. & Saturday - Sunday 2 p.m. - 10 p.m.
Closing November 1st

",,,"https://www.instagram.com/baylandersteelbeach/",,"yes",,"2020-10-15","2020-07-28T02:57:05.000Z",,,,"Michael Trenk and his partners – who own Prohibition on 84th and Columbus Ave – are about to expand in a major way. They’re about to open a new restaurant and bar on the Baylander – a former US Navy ship stationed at the West Harlem Piers at 125th Street! ",,
"Sofrito",3861,"AH","(212) 754-5999","http://sofritony.com/","Restaurants/Bars",40.827282,-73.955282,"679 Riverside Drive, New York, NY 10031","Open","Yes","Yes",,"### Monday-Thursday 5-10 p.m., Friday-Saturday 5 p.m.-Midnight, Sunday 6-10 p.m.

",,,"https://www.instagram.com/sofritonyc/",,"yes","yes","2020-10-12","2020-07-28T02:58:17.000Z",,,,,,
"L'Artista",3862,"UGC website","(646) 858-0312","https://www.lartistanyc.com/","Restaurants/Bars",40.824354,-73.948772,"142 Hamilton Place, New York, NY 10031","Open","Yes","Yes",,"### Monday-Friday 3-10 p.m. , Saturday-Sunday 11 a.m.-10 p.m.

",,,"https://www.instagram.com/lartistanyc/",,"yes","yes","2020-10-12","2020-07-28T03:02:40.000Z",,,,,,
"Rokc",3863,"AH","(332) 217-8755","http://www.rokcnyc.com/","Restaurants/Bars",40.823651,-73.952092,"3452 Broadway, New York, NY 10031","Open","Yes","Yes",,"### Daily 5-10:30 p.m.
",,,"https://www.instagram.com/rokcnyc/",,"yes","yes","2020-10-12","2020-07-28T03:05:44.000Z",,,,,,
"Jahlookova ",3864,"Restaurant","(646) 907-0000","http://www.jahlookova.com/index.html","Restaurants/Bars",40.805839,-73.940262,"51 East 125th Street, New York, NY 10035","Open","Yes","Yes",,"Monday - Sunday 9 a.m. - 7 p.m.	
",true,true,"https://www.instagram.com/jahlookova/",,"no","no","2020-10-29","2020-07-28T03:12:34.000Z","IN-HOUSE, UBER EATS
","IN-HOUSE, UBER EATS
","

",,,
"Ginjan Cafe",3865,"UGC website",,"https://drinkginjan.com/","Restaurants/Bars",40.80539,-73.93927,"85 East 125th Street, New York, NY 10035","Open","Yes","Yes",,"Monday - Saturday 8 a.m.  - 2 p.m.	
",true,true,"https://www.instagram.com/ginjancafe/",,"no","yes","2020-10-29","2020-07-28T03:22:35.000Z",,,,,,
"Zaro's Family Bakery",3866,"UGC website","(332) 213-2440",,"Restaurants/Bars",40.805145,-73.9385,"1825 Park Avenue, New York, NY 10035","Open","Yes","Yes",,"### Monday -Friday 6 a.m.-2 p.m.	

",,,"https://www.instagram.com/zarosfamilybakery/",,"no",,"2020-10-13","2020-07-28T03:24:12.000Z",,,,,,
"Pipo's Mexican ",3867,"Restaurant","(212) 828-2382",,"Restaurants/Bars",40.799377,-73.939908,"166 East 118th Street, New York, NY 10035","Open","Yes","Yes","### 

","Monday - Sunday 10 a.m.-Midnight
",true,,,,"no","yes","2020-10-29","2020-07-28T03:29:08.000Z","### IN-HOUSE, [GRUBHUB](https://www.grubhub.com/restaurant/pipos-restaurant-166-e-118th-st-ste-3-new-york/402323), [CHOWNOW](https://direct.chownow.com/order/12039/locations/16785)

","### IN-HOUSE, [GRUBHUB](https://www.grubhub.com/restaurant/pipos-restaurant-166-e-118th-st-ste-3-new-york/402323), [CHOWNOW](https://direct.chownow.com/order/12039/locations/16785)


",,,,
"El Aguila",3868,"UGC website","(212) 426-2221",,"Restaurants/Bars",40.790587,-73.947712,"1634 Lexington Avenue, New York, NY 10029","Open","Yes","Yes",,"Monday-Sunday 11 a.m. - 9 p.m.
",true,,"https://www.instagram.com/elaguilabakery/",,"yes","no","2020-10-29","2020-07-28T03:30:15.000Z","### [POSTMATES](https://postmates.com/merchant/el-aguila-new-york)

","### [POSTMATES](https://postmates.com/merchant/el-aguila-new-york)

",,,,
"Don Paco Lopez Panaderia",3869,"UGc website","917-868-7802","https://donpacolopez.com/","Restaurants/Bars",40.798115,-73.939591,"2129 Third Avenue, New York, NY 10035","Open","Yes","No",,"Monday - Saturday 6 a.m. - 7 p.m. Sunday 8 a.m. - 2 p.m.

",,,"https://www.instagram.com/don_paco_lopez_panaderia/",,"no","n/a","2020-10-13","2020-07-28T03:33:45.000Z",,,,,,
"Mexico Travel",3870,"UGC website","(212) 369-7739",,"Restaurants/Bars",40.797055,-73.938646,"238 East 116th Street, New York, NY 10029","Open","Yes","No",,"Monday - Saturday 8:30 a.m. - 7 p.m.	Sunday 1 p.m. - 7 p.m.	
",true,,,,"no","n/a","2020-10-13","2020-07-28T03:38:27.000Z",,,,,,
"Mrs. An Thai",3872,"Restaurant","(212) 933-9988","https://www.mrsanthai.com/","Restaurants/Bars",40.787339,-73.948108,"173 East 99th Street, New York, NY 10029","Open","Yes","Yes","in-house, grubhub, uber eats	
","Monday - Sunday  11:30 a.m. - 10:00pm

",true,,"https://www.instagram.com/mrs.anthai/",,"yes","yes","2020-10-22","2020-07-28T11:25:09.000Z",,,,,,
"Abyssinia Ethiopian",3873,,,"https://abyssinianyc.com/","Restaurants/Bars",40.816,-73.946091,"268 West 135th Street, New York, NY 10030",,,"Yes",,"Monday-Sunday 12pm-10pm	
",true,true,"https://www.instagram.com/abyssiniaethiopian/",,"yes","no","2020-10-29","2020-07-28T11:35:51.000Z","[ubereats ](https://www.ubereats.com/new-york/food-delivery/abyssinia-restaurant/aD3x0fg_S-W5LLLvfqXM5w?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [postmates](https://postmates.com/merchant/abyssinia-restaurant-new-york?client=customer.web&version=3.0.0)
","[ubereats ](https://www.ubereats.com/new-york/food-delivery/abyssinia-restaurant/aD3x0fg_S-W5LLLvfqXM5w?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [postmates](https://postmates.com/merchant/abyssinia-restaurant-new-york?client=customer.web&version=3.0.0)
",,,,
"Tios Bistro Latino",3874,"Restaurant","(212) 939-9305","https://tiosnyc.com/","Restaurants/Bars",40.811803,-73.942975,"421 Malcolm X Boulevard, New York, NY 10027","Open","Yes","Yes",,"Monday - Sunday  4p.m. - 11	 p.m.
",,,,,"no","yes","2020-10-22","2020-07-28T11:40:43.000Z",,,"Seamless

",,,
"Delhi Masala",3875,"UGC website","(212) 666-8600","https://www.delhimasalany.com/","Restaurants/Bars",40.808009,-73.948586,"2077 Adam Clayton Powell Blvd, New York, NY 10027","Open","Yes","Yes","in house, grubhub		
","Monday - Sunday 12 p.m. - 9: 45 p.m..		
",,,,,"no","yes","2020-10-29","2020-07-28T11:50:20.000Z","### [IN-HOUSE](https://www.delhimasalany.com/), [GRUBHUB](https://www.grubhub.com/restaurant/delhi-masala-124th-st-2077-adam-clayton-powell-jr-blvd-new-york/317292?gclid=EAIaIQobChMI_tbG1e_c6QIVAYzICh3vuAA1EAAYASAAEgIHkPD_BwE&gclsrc=aw.ds)

","### [IN-HOUSE](https://www.delhimasalany.com/), [GRUBHUB](https://www.grubhub.com/restaurant/delhi-masala-124th-st-2077-adam-clayton-powell-jr-blvd-new-york/317292?gclid=EAIaIQobChMI_tbG1e_c6QIVAYzICh3vuAA1EAAYASAAEgIHkPD_BwE&gclsrc=aw.ds)

",,,,
"Vintage Harlem Wine & Spirits",3876,"UGC website","212-864-9463",,"Independent Retail",40.806799,-73.95394,"2223 Frederick Douglass Boulevard, New York, NY 10026","Open","Yes","No",,"Monday - Sunday 11 a.m. - 8 p..	
",,,"https://www.instagram.com/vintageharlemws/",,"no",,"2020-10-12","2020-07-28T11:54:59.000Z",,,,,,
"Greedy Pot",3877,,"(917) 675-7676",,"Restaurants/Bars",40.804308,-73.952425,"1944 Adam Clayton Powell Boulevard, New York, NY 10026","Open","Yes","Yes",,"Sunday - Wednesday 12 p.m. - 7 p.m. 		
",true,true,"https://www.instagram.com/greedypot_/",,"no",,"2020-10-06","2020-07-28T12:02:15.000Z",,,,,,
"Kingston Harlem",3878,"Restaurant","(646) 861-1082","https://www.kingstonharlem.com/","Restaurants/Bars",40.803391,-73.953586,"218 West 116th Street, New York, NY 10026","Open","Yes","Yes","	
","Thursday 4- 10 p.m. , Friday 4 p.m. - 11 p.m.  Saturday  2 p.m. - 11 p.m. Sunday 2 p.m- 11 p.m.
",true,true,"https://www.instagram.com/kingstonharlem/",,"yes","no","2020-10-22","2020-07-28T12:06:18.000Z",,,,,,
"Seasoned Vegan",3879,"ck","(212) 222-0092",,"Restaurants/Bars",40.828984,-73.941471,"55 St. Nicholas Place, New York, NY 10031","Open","Yes","Yes",,"Wednesday-Friday 5-10 p.m., Saturday 1-10 p.m., Sunday 4-9 p.m.	
",true,true,"https://www.instagram.com/seasonedvegan/",,"no",,"2020-10-13","2020-07-28T12:10:49.000Z",,,,,,
"Little Bean Coffee",3880,"AH","(646) 896-1168",,"Restaurants/Bars",40.79883,-73.952832,"111 Central Park North, New York, NY 10026","Closed","Yes","Yes",,"Tuesday - Friday 8 a.m. - 2 p.m. Saturday - Sunday 9 a.m. - 2 p.m.	
",,,"https://www.instagram.com/littlebeancoffeenyc/",,"no",,"2020-10-06","2020-07-28T12:14:08.000Z",,,,,,
"The Honey Well",3881,"Instagram",,"https://www.thehoneywellnyc.com/","Restaurants/Bars",40.82843,-73.948412,"3604 Broadway Avenue, New York, NY 10031","Open","Yes","No",,"Monday-Sunday 4pm-11pm
",,,"https://www.instagram.com/thehoneywellnyc/",,"yes","yes","2020-10-22","2020-07-28T12:18:11.000Z",,,,,,
"Ecuatoriana",3882,"UGC website","(212) 491-4626",,"Restaurants/Bars",40.824055,-73.948208,"1685 Amsterdam Avenue, New York, NY 10031","Open","Yes","Yes",,"Monday - Sunday 9am- 8:30pm	
",,,,,"no",,"2020-10-29","2020-07-28T12:20:41.000Z","### [GRUBHUB](https://www.grubhub.com/restaurant/ecuatoriana-restaurant-1685-amsterdam-ave-new-york/774525?gclid=EAIaIQobChMIlczX8fbc6QIVkonICh1NHwx0EAAYAiAAEgKIVvD_BwE&gclsrc=aw.ds)

","### [GRUBHUB](https://www.grubhub.com/restaurant/ecuatoriana-restaurant-1685-amsterdam-ave-new-york/774525?gclid=EAIaIQobChMIlczX8fbc6QIVkonICh1NHwx0EAAYAiAAEgKIVvD_BwE&gclsrc=aw.ds)

",,,,
"116th Flowers",3883,"UGC website","(212) 348-1781","http://www.the116flowers.com/","Independent Retail",40.797211,-73.938883,"232 East 116th Street, New York, NY 10029","Open",,,,"Monday - Sunday 10 a.m. - 6 p.m.
",true,,"https://www.instagram.com/116_flowers/",,"no",,"2020-10-12","2020-07-28T12:27:47.000Z",,,,,,
"The Brownstone Boutique",3884,"UGC website","(212) 996-7980",,"Independent Retail",40.805744,-73.941244,"24 East 125th Street, New York, NY 10035","Open",,,,"Monday - Saturday 12 p.m. - 6:30 p.m.

",true,true,,,,,"2020-09-21","2020-07-28T12:28:55.000Z",,,,,,
"Capsule",3885,"UGC website","(646) 918-6720",,"Independent Retail",40.811501,-73.953669,"383 West 125th Street New York, NY 10027","Open",,,,"Monday - Sunday 11am-7:30pm
",,,"https://www.instagram.com/capsule_nyc/",,"no",,"2020-10-12","2020-07-28T12:30:07.000Z",,,,,,
"Harlem Underground (East Side)",3886,"UGC website","(212) 222-4419","https://harlemunderground.com/","Independent Retail",40.805805,-73.941367,"20 East 125th Street, New York, NY 10035","Open",,,,"Monday - Sunday 1 p.m. - 6 p.m.	
",true,true,"https://www.instagram.com/harlemundergroundclothingco/",,,,"2020-10-12","2020-07-28T12:31:47.000Z",,,,,,
"Harlem Underground (West Side)",3887,"UGC website","(212) 222-4419","https://harlemunderground.com/","Independent Retail",40.806799,-73.95394,"2217 Frederick Douglass Boulevard, New York, NY 10026","Open",,,,"Monday - Sunday 1 p.m. - 6 p.m.	
",true,true,"https://www.instagram.com/harlemundergroundclothingco/",,,,"2020-10-12","2020-07-28T12:32:51.000Z",,,,,,
"Hats by Bunn",3888,"UGC website","(212) 694-3590","https://hatsbybunn.com/","Independent Retail",40.814674,-73.943739,"2283 Adam Clayton Powell Boulevard, New York, NY 10030","Open",,,,,true,true,"https://www.instagram.com/hats_by_bunn/",,,,"2020-10-12","2020-07-28T12:34:46.000Z",,,,,,
"Heavy Metal Bike Shop",3889,"ugc website","(646) 952-4930",,"Wellness & Fitness",40.794696,-73.942703,"2016 Third Avenue, New York, NY 10029","Open",,,,"Monday - Sunday 9:30 a.m. - 7 p.m.

",,,"https://www.instagram.com/heavymetalbikeshop/",,,,"2020-10-12","2020-07-28T12:36:17.000Z",,,,,,
"H&M Art",3890,"UGC website","(212) 831-9176","http://newyorkfineartframe.com/","Independent Retail",40.806384,-73.941479,"17 East 125th Street, New York, NY 10027","Open",,,,"Monday - Saturday 11 a.m. - 7 p.m.

",,,"https://www.instagram.com/hmartgalleryframing/",,"no",,"2020-10-12","2020-07-28T12:37:38.000Z",,,,,,
"Kangol Harlem",3891,"UGC website","(212) 724-1172",,"Independent Retail",40.809207,-73.943989,"346 Malcolm X Boulevard, New York, NY 10027","Open",,,,"Monday - Sunday 11 a.m. - 6 p.m.
",,,,,,,"2020-09-21","2020-07-28T12:38:39.000Z",,,,,,
"NiLu Boutique",3892,"UGC website","(646) 964-4926","https://shopnilu.com/","Independent Retail",40.804443,-73.948368,"191 Malcolm X Boulevard, New York, NY 10026","Open",,,,"Tuesday - Sunday 12PM to 7ish
",true,true,"https://www.instagram.com/shopnilu/",,,,"2020-10-12","2020-07-28T12:40:11.000Z",,,,,,
"Omo Sade Skincare",3893,"UGC website","(212) 996-6300","https://sadeskincare.com/","Beauty & Barber",40.804981,-73.93735,"2082 Lexington Avenue, New York, NY 10035","Open",,,,"Monday - Sunday 12 p.m. - 4 p.m.

",true,true,"https://www.instagram.com/omosadeskincare/","Beauty",,,"2020-10-12","2020-07-28T12:41:58.000Z",,,,,,
"Raices Dominicanas Cigars",3894,"UGC website","(212) 410-6824",,"Independent Retail",40.795618,-73.935336,"2250 First Avenue, New York, NY 10029","Open",,,,"Monday - Saturday 10 a.m. - 8 p.m.
",true,,"https://www.instagram.com/raicescigars/",,,,"2020-10-12","2020-07-28T12:43:14.000Z",,,,,,
"Serengeti Teas & Spices",3895,"UGC website","(212) 837-1057","https://serengetiteasandspices.com/","Independent Retail",40.805779,-73.941304,"22 East 125th Street, New York, NY 10035","Open","Yes",,,"Wednesday-Saturday 12-5 p.m.
",true,true,"https://www.instagram.com/serengetiteasandspices/",,,"yes","2020-10-12","2020-07-28T12:44:47.000Z",,,,,,
"Solestice",3896,"UGC website","(212) 876-8088",,"Independent Retail",40.797508,-73.940022,"2115 Third Avenue, New York, NY 10035","Open",,,,"Monday - Saturday 11 a.m. - 7 p.m.

",,,"https://www.instagram.com/solestice/",,,,"2020-10-12","2020-07-28T12:45:49.000Z",,,,,,
"Xclusive Arrivals",3899,"UGC website","(646) 267-6535","http://www.xclusivearrivals.com/","Independent Retail",40.792926,-73.940392,"2132 Second Avenue, New York, NY 10029","Open",,,,"Monday - Sunday 3 p.m. - 6 p.m.
",true,,"https://www.instagram.com/xclusivearrivals/",,,,"2020-10-12","2020-07-28T12:49:55.000Z",,,,,,
"El Nuevo Carribeno Restaurant",3900,"Restaurant","(212) 831-3906",,"Restaurants/Bars",40.791574,-73.94647,"1675 Lexington Avenue, New York, NY 10029","Open","Yes","Yes","Grubhub	
","Monday - Sunday 12 p.m. - 8 p.m.	
",,,,,"yes","yes","2020-10-29","2020-08-04T04:02:49.000Z","### [GRUBHUB](https://www.grubhub.com/restaurant/el-nuevo-carribeno-1675-lexington-ave-new-york/727386)

","### [GRUBHUB](https://www.grubhub.com/restaurant/el-nuevo-carribeno-1675-lexington-ave-new-york/727386)

",,,,
"Boca Prime Steakhouse",3901,"CK","(646) 998-4256",,"Restaurants/Bars",40.795972,-73.935782,"2257 First Avenue, New York, NY 10029","Open","Yes","Yes","Uber eats, Grubhub	
","OUTDOOR: Monday - Saturday 3-11 p.m., Sunday 1-11 p.m., INDOOR: Monday - Saturday 3 p.m.-Midnight, Sunday 1 p.m.-Midnight 
",,,"https://www.instagram.com/boca_primeny/",,"yes","yes","2020-10-29","2020-08-04T04:04:39.000Z","### [GRUBHUB](https://www.grubhub.com/restaurant/boca-restaurant-and-lounge-2458-webster-ave-new-york/2121779?gclid=Cj0KCQjwupD4BRD4ARIsABJMmZ9wbhkqMVbDKkheElAqnF4S0RT5Xt9O7IWZspi9hjG3UQbFdkUUT9saAh4eEALw_wcB&gclsrc=aw.ds), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/boca-restaurant-%26-steak-house-corp/mZzwUlv7T0WpMsVP_nv9Nw?mod=deliveryLocation&ps=1)

","### [GRUBHUB](https://www.grubhub.com/restaurant/boca-restaurant-and-lounge-2458-webster-ave-new-york/2121779?gclid=Cj0KCQjwupD4BRD4ARIsABJMmZ9wbhkqMVbDKkheElAqnF4S0RT5Xt9O7IWZspi9hjG3UQbFdkUUT9saAh4eEALw_wcB&gclsrc=aw.ds), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/boca-restaurant-%26-steak-house-corp/mZzwUlv7T0WpMsVP_nv9Nw?mod=deliveryLocation&ps=1)

",,,,
"SpaHa Soul",3902,"Restaurant","(347) 463-7387",,"Restaurants/Bars",40.798052,-73.936701,"2294 Second Avenue, New York, NY 10035","Open","Yes","No","Closing Nov 1-22 but reopening the 23rd. 


","Tuesday-Sunday 5-12 a.m. (Reservations only; call in advance)	

",true,true,"https://www.instagram.com/spahasoul/",,"yes","yes","2020-10-22","2020-08-04T04:06:30.000Z",,,"Reservations only; call in advance.	Indoor dining allowed with a pod/bubble.

",,,"Reservations only; call in advance."
"El Paso Taqueria",3903,"Restaurant","(212) 996-1739",,"Restaurants/Bars",40.787307,-73.952806,"64 East 97th Street, New York, NY 10029","Open","Yes","Yes","
","Monday - Sunday 10 a.m. - 10 p.m.	
",true,,"https://www.instagram.com/elpasotaqueria116/",,"yes","yes","2020-10-29","2020-08-04T04:08:11.000Z","### [GRUBHUB](https://www.grubhub.com/restaurant/el-paso-mexican-restaurant-97th-street-64-e-97th-st-new-york/297811), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/el-paso-taqueria-east-harlem/phoCdfubR4GNOrA0ER1KoQ?utm_campaign=place-action-link&utm_medium=organic&utm_source=google), [DELIVERY.COM](https://delivery.com/cities/nyc/categories/restaurant/el-paso-taqueria?address=)

","### [GRUBHUB](https://www.grubhub.com/restaurant/el-paso-mexican-restaurant-97th-street-64-e-97th-st-new-york/297811), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/el-paso-taqueria-east-harlem/phoCdfubR4GNOrA0ER1KoQ?utm_campaign=place-action-link&utm_medium=organic&utm_source=google), [DELIVERY.COM](https://delivery.com/cities/nyc/categories/restaurant/el-paso-taqueria?address=)

","grubhub, uber eats	
",,,
"Andy's Restaurant",3904,"Restaurant","(212) 860-2614",,"Restaurants/Bars",40.802622,-73.936944,"2262 Third Avenue, New York, NY 10035","Open","Yes","Yes","grubhub
","Monday - Saturday 6 a.m. - 5 p.m. Sunday 7 a.m. - 4 p.m. 
",,,,,"yes","yes","2020-10-29","2020-08-04T04:09:44.000Z","### [GRUBHUB](https://www.grubhub.com/restaurant/andys-restaurant-2262-3rd-ave-new-york/2275553?utm_campaign=place-action-link&utm_medium=organic&utm_source=google)

","### [GRUBHUB](https://www.grubhub.com/restaurant/andys-restaurant-2262-3rd-ave-new-york/2275553?utm_campaign=place-action-link&utm_medium=organic&utm_source=google)

",,,,
"Kahlua's ",3905,"Restuarant","(212) 348-0311",,"Restaurants/Bars",40.79754,-73.939949,"2117 Third Avenue, New York, NY 10029","Open","Yes","Yes","In-house		
","Monday-Thursday 11 a.m.-10 p.m., Friday-Sunday 11 a.m.-Midnight
",true,,"https://www.instagram.com/kahluascafenyc/",,"yes","yes","2020-10-22","2020-08-04T04:11:14.000Z",,,,,,
"Brother's Bakery & Cafe",3906,"Restaurant","(212) 641-0646","https://brothersbakerycafe.com/","Restaurants/Bars",40.793829,-73.940451,"2155 Second Avenue, New York, NY 10029","Open","Yes","Yes","grubhub	
","Monday - Sunday 7 a.m. - 5 p.m.	
",true,,,,"yes","yes","2020-10-29","2020-08-04T04:12:19.000Z","### [INHOUSE](https://www.bestdailymeals.com/menu-brother-s-bakery-cafe), [SEAMLES](https://www.seamless.com/menu/brothers-bakery-cafe-2155-2nd-ave-new-york/306600?gclid=Cj0KCQjwreT8BRDTARIsAJLI0KLDN9SodmCnB6ane1fjq6M2_IhmkXNlt1Hjp3t2yDXaQ_dv9Aft27EaArgAEALw_wcB&gclsrc=aw.ds&utm_campaign=New%20York%2C%20NY%20%7C%20All%20%7C%20PPA%20%7C%20Delivery%20%7C%2002&utm_content=306600&utm_medium=cpc&utm_source=google)S

","### [INHOUSE](https://www.bestdailymeals.com/menu-brother-s-bakery-cafe), [SEAMLES](https://www.seamless.com/menu/brothers-bakery-cafe-2155-2nd-ave-new-york/306600?gclid=Cj0KCQjwreT8BRDTARIsAJLI0KLDN9SodmCnB6ane1fjq6M2_IhmkXNlt1Hjp3t2yDXaQ_dv9Aft27EaArgAEALw_wcB&gclsrc=aw.ds&utm_campaign=New%20York%2C%20NY%20%7C%20All%20%7C%20PPA%20%7C%20Delivery%20%7C%2002&utm_content=306600&utm_medium=cpc&utm_source=google)S)

",,,,
"Daniel & Companies Coffee Shop",3907,"AH","(646) 524-5585",,"Restaurants/Bars",40.798889,-73.936739,"2315 Second Avenue, New York, NY 10035","Open","Yes","Yes","
","Monday-Saturday 7 a.m.-2 p.m.	
",,,"https://www.instagram.com/daccoffeeshop/",,"yes","yes","2020-10-29","2020-08-04T04:13:29.000Z","[seamless](https://www.seamless.com/menu/daniels-coffee-and-more-1050-3rd-ave-new-york/2371232?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [grubhub](https://www.grubhub.com/restaurant/daniels-coffee-and-more-1050-3rd-ave-new-york/2371232?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)	
","[seamless](https://www.seamless.com/menu/daniels-coffee-and-more-1050-3rd-ave-new-york/2371232?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [grubhub](https://www.grubhub.com/restaurant/daniels-coffee-and-more-1050-3rd-ave-new-york/2371232?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)	
",,,,
"MY NY Bakery Cafe",3908,"CK","(212) 722-7383",,"Restaurants/Bars",40.788215,-73.94888,"1565 Lexington Avenue, New York, NY 10029","Open","Yes","Yes","grubhub
","Monday-Sunday 7 a.m. - 6:45 p.m.	
",true,,,,"no","no","2020-10-13","2020-08-04T04:14:39.000Z",,,,,,
"El Paso Restaurante",3909,"Carey","646-590-8640",,"Restaurants/Bars",40.795336,-73.945137,"123 East 110th Street, New York, NY 10029","Open","Yes","Yes",,"### Monday-Friday 11 a.m.-10:30 p.m., Saturday-Sunday Brunch 12-4 p.m., Dinner 4-10:30 p.m.

",true,,,,"yes","yes","2020-10-29","2020-08-15T14:12:26.000Z","###  [GRUBHUB](https://www.grubhub.com/restaurant/el-paso-restaurante-123-e-110th-st-new-york/1069984), DOORDASH, [UBER EATS](https://www.ubereats.com/new-york/food-delivery/el-paso/UppNqYomT2mh8Ne64OfNWQ)

","###  [GRUBHUB](https://www.grubhub.com/restaurant/el-paso-restaurante-123-e-110th-st-new-york/1069984), DOORDASH, [UBER EATS](https://www.ubereats.com/new-york/food-delivery/el-paso/UppNqYomT2mh8Ne64OfNWQ)

",,,,"Drag ""Bronche"" on Sundays!"
